credit.policy,purpose:educational,purpose:major_purchase,purpose:small_business,purpose:home_improvement,purpose:all_other,purpose:credit_card,purpose:debt_consolidation,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid
0,0,0,0,0,0,0,1,0.1734,179.12,10.4631,26.78,652,4230,5101,92.7,5,1,1,1
0,0,0,0,0,0,0,1,0.1134,119.27,10.779,13,687,5519.96,82141,91.8,3,0,0,1
0,0,0,0,0,0,0,1,0.1355,119.71,10.5584,10.91,657,5040,3513,92.4,1,0,0,0
0,0,0,0,0,0,0,1,0.145,123.06,11.4076,9.37,647,2850,20827,74.4,1,0,0,0
0,0,0,0,0,0,0,1,0.1576,324.11,10.5713,22.58,652,4889.96,29629,75.8,3,0,0,0
0,0,0,0,0,1,0,0,0.1513,266.55,11.8494,18.08,647,2760,12578,76.7,0,0,0,1
0,0,0,0,1,0,0,0,0.1861,227.87,11.0021,26.08,642,5790,57415,83.1,1,0,0,0
0,0,0,0,0,1,0,0,0.1261,73.72,10.5966,10.53,667,3570,4832,25,5,1,0,0
0,0,0,0,0,0,0,1,0.1482,74.35,10.4631,13.68,642,3900,4207,79.4,4,0,0,1
0,0,0,0,0,1,0,0,0.1482,79.53,11.2252,16.05,652,3029.96,894,89.4,1,0,0,1
0,0,0,0,0,0,0,1,0.1482,151.28,11.4315,26.24,697,3449.96,150334,87.7,0,0,0,0
0,0,0,0,0,0,0,1,0.145,75.73,10.8365,7.27,647,4409.96,6417,71.3,0,0,0,0
0,0,0,0,1,0,0,0,0.1482,172.89,10.859,14.17,642,7439.96,5355,43.5,1,2,0,0
0,0,0,0,0,0,0,1,0.1734,143.29,10.309,28.56,667,2669.96,14951,82.1,5,1,0,0
0,0,0,0,0,0,0,1,0.1418,207.31,10.5966,26.88,702,3096,12531,71.6,0,0,0,1
0,0,0,0,0,0,0,1,0.1103,196.52,10.5966,13.44,692,3480,19372,73.9,4,0,0,0
0,0,0,0,0,0,0,1,0.1576,218.12,10.7994,27.41,677,5189.96,20582,96.2,0,0,0,0
0,0,0,0,0,1,0,0,0.1134,190.82,10.7144,22.45,712,5129.96,18933,60.3,9,0,0,1
0,0,0,0,0,0,0,1,0.1766,179.92,11.9184,27.86,652,5999.96,110498,99.7,7,0,0,1
0,0,0,0,0,0,0,1,0.1355,135.84,10.7996,18.74,667,3540,16195,88.5,4,1,0,0
0,0,0,0,0,1,0,0,0.1513,41.68,10.5966,24.81,657,3870,7809,85.8,5,1,1,1
0,0,0,0,0,0,0,1,0.1387,204.69,11.2252,25.84,702,3248,30509,69.2,0,0,0,0
0,0,0,0,0,0,1,0,0.1387,104.05,11.2252,10.14,647,7260,17142,54.6,2,0,0,0
0,0,0,0,0,0,1,0,0.1103,58.96,11.2608,18.24,687,10380,80490,55.2,1,0,0,1
0,0,0,0,0,0,0,1,0.1482,207.47,11.1563,12.65,642,7890,4208,89.5,1,0,2,0
0,0,0,0,0,0,1,0,0.1418,102.8,10.4043,22.79,657,1650,7958,106.1,0,0,0,0
0,0,0,0,0,1,0,0,0.1324,104.81,10.7144,12,657,8940,2829,108.8,0,0,0,0
0,0,0,0,0,0,1,0,0.1324,108.2,11.2533,19.96,662,3210,14188,71.3,5,0,0,0
0,0,0,0,0,0,0,1,0.1292,60.58,10.5558,8.34,657,1620.96,442,12.6,3,0,0,0
0,0,0,0,0,0,0,1,0.1475,103.63,10.4913,15.87,642,2127,2779,86.8,1,1,0,1
0,0,0,0,0,0,0,1,0.0945,115.24,11.4076,10.43,717,7260,13544,48.9,4,0,1,0
0,0,0,0,1,0,0,0,0.1229,116.74,11.0349,26.74,737,5430,9366,40.7,6,0,0,1
0,0,0,0,1,0,0,0,0.1071,202.13,11.1527,10.63,697,3900,5031,59.2,4,0,0,1
0,0,0,0,0,0,0,1,0.1482,242.05,11.3908,16.3,647,3180,9600,72.7,4,0,0,1
0,0,0,0,0,1,0,0,0.1166,90.9,10.4631,10.15,677,899.958,2315,77.2,1,0,0,0
0,0,0,0,0,1,0,0,0.1387,170.58,11.2252,16.16,652,3029.96,894,89.4,1,0,0,1
0,0,0,0,0,0,1,0,0.1261,83.77,10.9508,24.17,702,8459.96,30734,83.6,4,0,1,0
0,0,0,0,0,0,0,1,0.145,258.16,11.2645,18.37,657,2190,18158,55.8,1,0,0,0
0,0,0,0,1,0,0,0,0.1387,255.86,11.0476,24.59,687,3089.96,29828,83.6,7,0,0,0
0,0,0,0,0,0,0,1,0.1703,107.01,11.4076,28.3,667,7709.96,42876,79.1,5,0,0,0
0,0,0,0,0,0,0,1,0.1861,185.04,11.2252,28.66,652,6150,24671,72.3,3,0,0,0
0,0,1,0,0,0,0,0,0.08,125.35,10.309,12.2,752,539.958,70,2.9,0,0,0,0
0,0,0,0,0,1,0,0,0.145,68.85,11.1273,24.16,662,5370,10498,100,1,0,0,1
0,0,0,0,0,1,0,0,0.1134,210.56,10.6454,5.6,682,1199.96,4713,61.2,6,0,0,1
0,0,0,0,0,0,0,1,0.1513,260.47,10.9854,17.59,647,3480,8135,79,3,0,0,1
0,0,0,0,0,1,0,0,0.1482,138.31,10.1265,3.55,642,509.958,2387,88.4,3,0,0,0
0,0,0,0,0,0,0,1,0.145,175.55,10.7144,26.4,697,3840,5132,41.4,2,0,0,0
0,0,0,0,0,0,0,1,0.1324,57.48,10.1738,11.72,652,2520,6962,31.2,2,1,0,0
0,0,0,0,0,0,1,0,0.1355,163.01,10.5023,4.65,652,2040,4684,80.8,1,1,0,0
0,0,1,0,0,0,0,0,0.1261,46.91,9.74097,20.4,672,990,3368,42.1,6,0,0,0
0,0,0,0,0,1,0,0,0.1134,230.3,11.4175,11.93,677,3029.96,12965,96.8,4,0,0,1
0,0,0,0,0,1,0,0,0.1418,102.8,10.7144,6.69,652,4260,12862,66.6,1,0,0,1
0,0,0,0,0,1,0,0,0.1134,210.56,10.915,2.71,682,720,5815,49.3,1,0,0,0
0,0,0,0,1,0,0,0,0.0976,188.91,10.5966,17.43,727,4559.96,33,0.1,4,0,1,1
0,0,1,0,0,0,0,0,0.08,94.01,9.54681,1.29,737,390,100,1,2,0,0,0
0,0,0,0,0,0,0,1,0.1324,84.53,9.95228,3.94,662,720,3402,64.2,1,0,0,1
0,0,0,0,0,0,1,0,0.145,165.23,11.3908,19.75,647,3210,9976,75.6,3,0,0,1
0,0,0,0,0,1,0,0,0.164,265.17,11.2898,28.35,682,3300,61422,85.1,0,0,0,0
0,0,0,0,0,1,0,0,0.1861,244.28,11.8314,28.26,642,3809.96,205016,88.3,3,0,0,0
0,0,0,0,0,0,0,1,0.1482,62.24,11.0021,21.86,647,2790,47253,89.2,3,0,0,0
0,0,0,0,0,0,0,1,0.1166,247.9,11.2252,20.67,707,4230,75661,58.6,2,0,0,0
0,1,0,0,0,0,0,0,0.1355,135.84,10.7144,17.63,657,1050,12514,53,1,0,0,0
0,0,0,0,1,0,0,0,0.0832,62.97,10.6454,0.29,727,570,305,8,2,0,0,0
0,0,0,0,0,0,0,1,0.1166,247.9,11.0509,17.5,682,3540,2535,19.1,6,0,0,0
0,0,1,0,0,0,0,0,0.1229,33.36,9.74097,1.62,662,539.958,984,98.4,1,0,0,0
0,0,0,0,0,1,0,0,0.1134,33.73,9.39266,20.4,697,990,440,11.9,3,0,0,1
0,0,0,0,0,0,0,1,0.1292,252.42,10.8182,18.87,672,4559.96,5559,54.5,5,2,0,0
0,0,0,0,0,0,0,1,0.1545,69.78,10.7996,17.85,642,4590,1690,4.3,1,2,0,0
0,1,0,0,0,0,0,0,0.1229,250.15,11.5617,21.34,687,4230,20947,51.8,7,0,0,1
0,0,0,0,0,1,0,0,0.1482,259.33,11.1704,24.73,672,5880,34872,75.7,4,0,0,0
0,0,0,0,0,1,0,0,0.1387,255.86,12.0137,20.95,672,6389.96,14289,34.3,5,1,0,0
0,0,0,0,0,1,0,0,0.0863,126.52,9.90349,0.9,732,570,37,1.5,3,0,0,0
0,0,0,0,0,0,1,0,0.1387,75.06,10.5966,10.35,642,1589.96,11606,77.9,1,0,0,1
0,0,0,0,0,1,0,0,0.1292,64.79,10.3417,21.65,667,1050,11806,42.9,8,0,0,1
0,0,0,0,0,0,0,1,0.1292,252.42,12.0725,14.78,667,7530,84355,95.9,4,0,0,0
0,0,0,0,0,0,0,1,0.0945,160.05,10.5966,10.53,722,3240,17755,30.7,4,0,0,0
0,0,0,0,0,1,0,0,0.1103,98.26,10.5966,3.09,677,1291.96,3127,104.2,0,0,0,0
0,0,0,0,0,1,0,0,0.1418,164.48,10.4632,2.37,647,3630,2161,61.7,2,0,0,0
0,0,0,0,0,1,0,0,0.0832,220.39,10.1266,2.21,732,2031.96,1568,9.1,4,0,0,0
0,0,0,0,0,1,0,0,0.1387,238.81,10.309,10.8,657,2324.96,5710,48.8,0,1,0,0
0,0,0,0,0,1,0,0,0.1039,243.38,12.0895,15.69,712,4410,161337,62.9,3,0,0,0
0,0,0,0,0,0,0,1,0.164,265.17,11.2202,24.01,657,1589.96,8772,52.5,4,0,0,0
0,0,0,0,0,1,0,0,0.0832,157.43,10.8198,0.6,737,609,973,8.3,0,0,0,0
0,0,0,0,0,1,0,0,0.0945,240.08,11.6952,19.46,752,10770,190486,80.8,1,0,0,1
0,0,0,0,0,0,1,0,0.1261,234.55,11.1844,25.78,742,12219,52964,71.1,3,0,0,0
0,0,0,0,1,0,0,0,0.0945,143.25,11.0666,9.17,722,5790,4764,58.1,8,0,0,0
0,0,0,0,0,0,0,1,0.1355,203.76,11.4824,12.15,657,3241,8918,70.2,3,0,0,1
0,0,0,0,0,1,0,0,0.1387,119.41,11.2645,8.86,647,2910,5376,71.7,8,1,0,1
0,0,0,0,0,0,0,1,0.1355,135.84,10.859,10.99,652,6990,11587,54,3,0,1,1
0,0,0,0,0,0,1,0,0.145,258.16,10.9682,16.04,652,3514,939,11.7,1,0,1,1
0,0,0,0,0,1,0,0,0.1861,58.34,11.7296,28.29,642,6359.96,73943,98.1,0,0,0,0
0,0,0,0,0,0,0,1,0.1134,246.75,11.813,21.32,712,12450,76428,68.8,14,0,1,1
0,0,0,0,0,0,1,0,0.1387,218.34,10.6454,17.37,657,1710,8312,85.7,0,1,0,0
0,0,0,0,0,0,1,0,0.1355,220.74,11.3084,10.95,657,4620,4037,21.1,0,0,0,0
0,0,0,0,0,1,0,0,0.1324,60.86,10.3482,10.85,652,1169.96,162,54,1,0,0,0
0,0,0,0,0,1,0,0,0.1229,160.1,10.9151,14.64,667,4229.96,20749,89.1,6,1,0,1
0,0,0,0,0,1,0,0,0.0832,56.68,10.7364,0.65,732,809.958,309,9.1,1,0,0,0
0,0,1,0,0,0,0,0,0.0976,128.62,10.7525,7.29,707,990,0,19.3,0,0,0,0
0,0,0,0,0,0,0,1,0.145,189.32,10.5966,4.89,642,4680,4030,62,0,0,0,0
0,0,0,0,0,0,1,0,0.1039,48.68,8.92266,4.96,687,600,1954,43.4,1,0,0,0
0,0,0,0,0,1,0,0,0.1703,124.84,11.1563,25.51,662,5189.96,7461,90.5,8,0,0,1
0,0,0,0,0,0,0,1,0.1008,242.29,11.5617,13.37,712,5279.96,5495,13.1,6,0,0,0
0,0,0,0,0,1,0,0,0.1229,40.03,10.24,7.64,662,1020,2391,99.6,0,0,0,0
0,0,0,0,0,0,0,1,0.1222,208.25,10.6454,9.71,682,3599.96,29116,78.1,5,0,0,0
0,0,0,0,0,0,0,1,0.06,184.28,10.3596,7.49,647,2369.96,7884,63.1,1,0,0,0
0,0,0,0,0,0,0,1,0.1166,181.79,9.90369,9.9,677,1471,5111,104.3,4,0,0,0
0,0,0,0,0,0,0,1,0.0976,96.47,9.4724,5.45,702,660,1470,21.6,0,0,0,1
0,0,0,0,0,1,0,0,0.08,94.01,9.90349,7.66,732,1080,814,9.5,0,0,0,0
0,0,1,0,0,0,0,0,0.0976,97.27,9.68009,1.73,707,755,758,47.4,1,0,0,0
0,0,0,0,0,0,0,1,0.164,197.99,11.0509,26.46,662,2309.96,14343,42.1,2,0,0,0
0,0,0,0,0,0,0,1,0.1576,122.64,10.9681,28.7,692,3869.96,9662,50.9,5,0,0,0
0,0,0,0,1,0,0,0,0.1513,260.47,11.2252,17.76,647,5850,12902,70.1,0,0,0,0
0,0,0,0,0,0,1,0,0.1324,114.96,10.309,23.44,687,990,3451,30.3,2,0,0,0
0,0,0,0,1,0,0,0,0.1355,254.7,10.9151,15.1,662,3900,17599,41.7,11,0,0,0
0,0,0,0,0,0,0,1,0.1103,128.56,10.6454,14.46,692,4109.96,3083,16.3,4,1,0,0
0,0,0,0,0,1,0,0,0.0768,182.46,10.2681,0.42,782,2580,449,15,1,0,0,0
0,0,0,0,0,1,0,0,0.1355,135.84,10.9332,8.98,652,3630,1254,96.5,2,0,0,0
0,0,0,0,0,0,0,1,0.1197,249,11.8845,18.16,682,6689.96,105863,49.3,8,0,0,1
0,0,0,0,0,0,0,1,0.1576,63.95,9.90369,25.07,667,1319.96,5411,35.6,3,0,0,0
0,0,0,0,0,1,0,0,0.1324,169.05,10.8396,9.22,657,4949.96,3024,65.7,1,0,2,0
0,0,0,0,0,1,0,0,0.145,41.31,10.8163,22.2,652,2999.96,12759,78.8,2,0,0,0
0,0,0,0,0,1,0,0,0.1355,81.51,10.172,22.94,662,479.958,558,22.3,4,0,0,0
0,0,0,0,0,1,0,0,0.1261,75.39,11.6684,11.74,667,3359.96,210,70,11,1,0,0
0,0,0,0,0,1,0,0,0.1071,32.61,9.9988,14.7,687,3119.96,6720,101.8,2,0,0,1
0,0,0,0,0,0,1,0,0.1103,245.65,11.0974,6.38,692,3630,23192,85.6,4,0,0,0
0,0,0,0,0,0,1,0,0.1134,213.85,11.4295,2.78,682,3869.96,32776,65,4,0,0,0
0,0,0,0,0,0,0,1,0.1324,67.62,10.3735,6.94,652,3180,2324,12.9,1,2,2,0
0,0,0,0,0,1,0,0,0.1608,149.59,10.4632,26.36,667,6960,6644,35.9,12,0,0,0
0,0,0,0,0,0,0,1,0.1261,134.03,10.0078,23.02,702,1050,2740,21.1,6,0,0,0
0,0,0,0,0,1,0,0,0.1324,121.72,11.2316,9.14,657,3180,3453,53.1,0,0,0,0
0,0,1,0,0,0,0,0,0.1039,113.58,11.1563,12.86,692,3839.96,6469,8.7,15,0,0,1
0,0,0,0,0,0,0,1,0.1197,199.2,10.779,15.38,677,4229.96,4956,40,4,0,0,0
0,0,0,0,1,0,0,0,0.1703,107.01,11.1563,25.03,657,7950,43878,94.8,0,0,0,0
0,1,0,0,0,0,0,0,0.1261,67.02,11.9512,17.69,662,4410,32135,91.1,11,0,0,0
0,0,0,0,0,1,0,0,0.1355,61.13,10.9508,11.22,652,4919.96,4334,98.5,4,0,0,0
0,0,0,0,0,0,0,1,0.1418,95.95,10.8198,8.5,642,3839.96,4151,45.6,2,0,0,0
0,0,0,0,0,0,0,1,0.1286,252.2,10.4223,8.93,667,1719,5528,87.7,4,0,0,1
0,0,0,0,0,1,0,0,0.1482,186.72,10.779,19.4,652,4619.96,21093,85.1,3,1,0,1
0,0,0,0,0,1,0,0,0.08,141.02,10.166,1.43,767,929.958,1057,23.5,0,0,0,0
0,0,1,0,0,0,0,0,0.1513,243.11,10.7363,18.91,652,2729.96,12634,76.6,0,0,0,0
0,0,0,0,0,0,0,1,0.1197,194.22,11.6083,11.62,677,4290,15038,93.3,4,0,0,0
0,0,0,0,0,0,0,1,0.145,258.16,11.9184,26.27,697,5070,91148,95.4,2,0,0,0
0,0,0,0,0,0,0,1,0.1418,181.61,10.915,10.04,657,5100,3729,70.4,3,0,0,0
0,1,0,0,0,0,0,0,0.1349,42.42,9.79813,4.67,652,869.958,1157,0,1,0,0,1
0,0,0,0,0,0,1,0,0.1103,245.65,10.7144,11.41,687,4830,5148,12.7,7,0,0,0
0,0,0,0,0,0,0,1,0.1418,102.8,9.9988,15.44,647,1500,7872,66.2,1,2,0,1
0,0,0,0,0,1,0,0,0.1159,231.14,11.0668,10.63,687,3149.96,5260,24.2,10,0,0,1
0,0,0,0,0,0,0,1,0.1261,251.3,10.669,11.72,667,1020,1,0,0,0,0,0
0,0,0,0,0,1,0,0,0.1387,136.46,10.2577,10.21,647,3660,1485,74.2,5,0,1,0
0,0,0,0,0,0,1,0,0.1545,261.65,10.9151,24.94,667,5190,41705,95.2,8,0,0,1
0,0,0,0,0,1,0,0,0.1001,242.04,11.7361,18.85,737,6570,276911,23.9,1,0,0,0
0,0,0,0,0,0,1,0,0.1475,202.08,10.4632,25.09,687,1977.96,5748,25.4,0,0,0,0
0,0,0,0,0,0,0,1,0.1222,193.26,10.1539,20.88,687,6120,8883,78.6,4,0,0,0
0,0,0,0,0,1,0,0,0.1854,145.7,11.0021,28.41,657,1740,18242,70.2,0,0,0,0
0,0,0,0,0,0,1,0,0.1222,249.9,11.0974,12.11,677,5070,5319,106.4,0,0,0,0
0,0,0,0,0,1,0,0,0.1507,260.25,11.6952,14.84,652,7260,21881,82.5,2,4,0,1
0,0,0,0,0,1,0,0,0.0863,113.87,10.434,0.71,717,599.958,372,7.4,0,0,0,0
0,0,0,0,0,1,0,0,0.138,170.41,10.309,17.88,657,509.958,2229,34.8,2,0,0,0
0,0,0,0,0,1,0,0,0.1317,81.07,9.85198,24.51,687,929.958,0,0,0,0,0,1
0,0,0,0,0,1,0,0,0.1507,138.8,10.4631,17.47,642,3660,1085,77.5,3,0,0,0
0,0,0,0,0,1,0,0,0.1412,205.42,10.8396,9.01,657,5219.96,4050,34.6,4,3,0,1
0,0,0,0,0,0,1,0,0.1601,263.72,10.7144,22.83,652,3539.96,15056,99.1,1,0,0,0
0,0,0,0,0,1,0,0,0.1507,86.75,10.0432,24.47,667,2491,4374,52.7,4,0,0,0
0,0,0,0,1,0,0,0,0.1665,266.1,10.8198,20.93,642,5041,15831,56.3,3,0,0,0
0,0,0,0,0,0,1,0,0.1412,239.66,11.1704,6.24,657,2490,8558,80.7,3,0,0,0
0,0,0,0,0,0,1,0,0.1064,244.27,10.5966,2.07,702,11730,599,3.2,8,1,1,1
0,0,0,0,0,1,0,0,0.097,160.64,10.428,7.24,717,1050,2208,15.7,3,0,0,0
0,0,0,0,0,0,1,0,0.1254,150.63,10.9151,10.89,662,5760,20578,29.7,11,0,0,0
0,0,0,0,0,0,1,0,0.1355,169.8,11.4616,7.79,657,1964.96,10978,98.9,4,0,0,0
0,0,0,0,0,0,1,0,0.1191,364.89,11.0567,13.9,687,2339.96,22954,66,4,0,0,0
0,0,0,0,0,0,0,1,0.1538,306.7,10.4487,7.86,647,5279.96,7424,73.7,1,0,0,0
0,0,0,0,0,0,0,1,0.157,245.07,10.309,24.12,662,1770,12814,69.6,4,0,0,0
0,0,0,0,0,1,0,0,0.1191,116.1,11.6083,8.44,672,4259.96,390,32.5,4,0,0,0
0,0,0,0,0,0,0,1,0.157,235.44,10.4487,8.7,647,5279.96,16690,91.2,4,0,0,1
0,0,0,0,0,0,1,0,0.1696,534.5,12.1227,12.76,647,2190,49303,99.2,0,0,0,1
0,0,0,0,1,0,0,0,0.1191,497.58,11.0821,19.66,702,1949.96,24985,49.6,5,0,0,0
0,0,0,0,0,1,0,0,0.1791,144.43,10.8686,29.9,662,3119.96,15473,65.3,0,1,0,0
0,0,0,0,0,1,0,0,0.1064,35.83,9.5471,4.2,687,3210,1032,9.5,4,0,0,0
0,0,0,0,0,1,0,0,0.1696,503.32,10.7144,18.8,652,2523,11577,60.9,1,0,0,0
0,0,0,0,0,1,0,0,0.1538,174.26,10.779,15.65,652,4020,901,42.9,1,0,1,0
0,0,0,0,0,0,1,0,0.0863,170.8,10.6805,10.18,742,2399.96,0,17.7,3,0,0,0
0,0,0,0,0,0,0,1,0.1886,274.39,11.3145,27.26,652,3543.96,22515,95.8,3,0,0,0
0,0,0,0,0,0,0,1,0.157,262.57,10.8704,21.38,652,4650,20032,72.1,1,0,0,0
0,1,0,0,0,0,0,0,0.157,157.55,10.6561,23.89,662,2130,5361,42.2,12,0,0,1
0,0,0,0,0,1,0,0,0.1412,140.37,11.1844,1.57,652,1649.96,3842,27.4,3,2,0,0
0,0,0,0,0,0,1,0,0.1601,281.3,11.4076,5.93,657,2819.96,50545,54.6,0,0,0,0
0,0,0,0,0,1,0,0,0.1191,232.2,12.5602,4.33,682,2250,20205,1.2,6,0,0,1
0,0,0,0,0,1,0,0,0.1064,50.49,10.309,15.6,697,6389.96,1085,11.4,11,1,0,0
0,0,0,0,0,1,0,0,0.138,40.9,10.4631,26.19,707,2100,10975,57.2,4,0,0,0
0,0,0,0,0,0,1,0,0.1412,134.38,11.2553,12.37,657,3059.96,11162,40,3,0,0,0
0,1,0,0,0,0,0,0,0.1412,71.9,10.6454,8.11,652,2850,5057,26.6,2,1,0,1
0,0,0,0,0,0,1,0,0.1317,233.06,11.9184,8.6,697,7919.96,21293,3.4,7,0,0,1
0,0,0,0,0,0,1,0,0.1886,155.49,10.9455,27.6,667,4259.96,41478,99.2,3,0,0,0
0,0,1,0,0,0,0,0,0.138,109.06,10.8686,17.44,652,3930,5070,64.2,1,3,0,0
0,0,0,0,0,0,0,1,0.1159,166.75,10.7045,8,687,5309.96,9387,50.2,4,0,0,0
0,0,0,0,0,1,0,0,0.1096,111.25,10.2328,12.52,702,1709.96,3999,21.5,4,0,0,0
0,0,0,0,0,0,0,1,0.1475,259.08,10.7342,17.73,652,5001.96,6131,68.9,1,0,0,0
0,0,0,0,0,0,0,1,0.138,160.18,10.4631,11.28,667,3512.96,832,27.7,4,1,0,0
0,0,0,0,0,1,0,0,0.1507,152.68,11.0021,9.94,642,6690,5770,69.5,1,2,0,0
0,0,1,0,0,0,0,0,0.1317,183.24,10.6454,11.83,667,2789.96,0,0,4,0,0,0
0,1,0,0,0,0,0,0,0.1854,109.28,10.6919,26.68,647,9840,20685,89.5,2,0,0,0
0,0,0,0,0,0,0,1,0.1411,266.99,10.5966,19.5,672,3749.96,3780,16.2,4,0,0,0
0,0,0,0,0,0,0,1,0.1128,73.14,10.878,16.78,702,5160,31412,52.8,5,0,0,0
0,0,0,0,0,1,0,0,0.1412,119.83,10.7144,10.19,657,3210,9771,86.4,4,0,0,0
0,0,0,0,0,0,1,0,0.1759,269.61,10.8967,27.47,672,3720,23618,62.3,6,1,0,1
0,0,0,0,0,0,0,1,0.1507,41.64,10.5918,18.27,652,3342,9408,93.1,3,0,0,0
0,0,0,0,0,0,1,0,0.138,170.41,11.2516,14.01,657,2880,22458,66.4,2,0,0,0
0,0,0,0,0,0,0,1,0.1601,263.72,11.5129,19.58,642,5520,25366,77.1,0,2,0,1
0,0,0,0,0,0,1,0,0.1286,235.39,10.2036,26.62,792,6050.96,8220,10.1,0,0,0,0
0,1,0,0,0,0,0,0,0.138,61.35,9.85219,3.85,682,959.958,1279,85.3,0,0,0,0
0,0,0,0,0,1,0,0,0.1538,209.12,10.0858,11.5,657,8070,8686,90.5,0,1,0,0
0,0,0,0,1,0,0,0,0.157,227.56,11.8671,22.32,652,6809.96,63685,82.1,1,1,0,0
0,0,0,0,0,0,1,0,0.1886,245.13,10.7144,25.76,647,3539.96,31939,82.7,4,0,0,0
0,0,0,0,0,0,0,1,0.1475,55.27,11.5521,16.97,652,3929.96,31140,52.6,1,1,0,0
0,0,0,0,0,0,0,1,0.1696,223.6,11.2898,19.89,642,4649.96,16012,44.2,6,1,0,0
0,0,0,0,1,0,0,0,0.1254,192.47,11.8474,10.85,687,4619.96,79395,73.8,6,0,0,1
0,0,0,0,0,0,1,0,0.1443,257.91,10.8182,17.67,657,3690,10221,70,1,0,1,0
0,0,0,0,0,0,1,0,0.1317,185.77,11.0186,13.79,677,2701,25457,70.7,5,0,0,0
0,0,0,0,0,0,1,0,0.1191,202.35,11.0021,21.82,712,3274,32573,65,4,0,0,1
0,0,0,0,0,1,0,0,0.1317,253.32,11.5617,1.03,677,3660,3607,44,4,0,0,1
0,0,0,0,0,0,0,1,0.1443,165.92,10.3735,28.76,727,3240,11285,46.6,0,0,0,0
0,0,0,0,0,1,0,0,0.1728,125.28,11.1955,21.1,642,6240,55147,91.9,3,0,0,1
0,0,0,0,0,1,0,0,0.157,175.05,10.3417,25.63,677,7169.96,9267,16,0,3,0,0
0,0,0,0,0,0,0,1,0.1286,41.2,10.7144,16.67,677,4500,21022,93,4,0,0,0
0,0,0,0,0,1,0,0,0.1538,51.41,10.5754,21.66,647,3509.96,3975,81.1,4,0,0,0
0,0,0,0,0,0,0,1,0.1665,229.73,11.1563,21.02,642,2250,14157,60.2,1,0,0,0
0,0,0,0,0,1,0,0,0.1728,153.02,11.0021,23.28,642,9450,18641,70.6,2,1,1,0
0,0,0,0,0,0,0,1,0.1791,86.66,11.1072,2.45,647,720,1601,50,3,0,0,0
0,0,0,0,0,0,0,1,0.1254,193.31,11.4927,12.33,677,5999.96,26390,43,4,0,0,0
0,0,0,0,0,0,0,1,0.1665,170.3,10.848,24.8,657,4892,30177,63.7,0,0,0,0
0,0,0,0,0,1,0,0,0.1443,137.55,11.2898,20.37,662,8279.96,27954,66.9,4,2,0,1
0,0,0,0,0,0,1,0,0.1665,266.1,12.1548,17.92,667,6960,149621,64.3,8,0,0,0
0,0,0,0,0,1,0,0,0.1475,103.63,10.5713,5.23,652,1800,2060,12.7,0,4,0,0
0,0,0,0,0,0,1,0,0.1601,246.14,11.3851,16.83,647,1739.96,46670,87.8,1,0,0,0
0,1,0,0,0,0,0,0,0.1507,52.05,9.03599,10,652,1019.96,1764,53.5,2,1,0,0
0,0,0,0,0,0,1,0,0.1475,84.64,11.1844,5.48,662,1080,2199,56.4,2,0,0,0
0,0,0,0,0,0,0,1,0.1507,227.29,11.4076,18.2,652,2879.96,55753,79.8,1,0,0,0
0,0,0,0,0,0,1,0,0.1254,199.17,10.7144,8.21,697,2280,397,3.1,6,1,0,0
0,0,0,0,0,1,0,0,0.1443,68.78,11.5129,27.18,697,4050,53440,88.2,3,0,0,1
0,0,0,0,0,0,1,0,0.1159,198.12,10.8198,6.5,682,2640,9797,54.4,4,0,0,0
0,0,0,0,0,1,0,0,0.1601,112.52,11.1484,27.21,667,3630,7087,74.8,2,1,0,0
0,0,0,0,0,0,0,1,0.1412,59.92,11.5617,17.7,657,3989.96,30734,55.7,1,1,0,0
0,1,0,0,0,0,0,0,0.1759,107.85,10.7591,29.74,662,4500,2663,20.3,0,1,0,0
0,1,0,0,0,0,0,0,0.1936,81.05,10.2751,23.34,667,2039.96,6020,65.4,9,0,1,1
0,0,0,0,0,1,0,0,0.1241,250.58,11.5129,15.88,692,4649.96,24868,60.7,5,0,0,1
0,0,0,0,0,0,0,1,0.1936,276.29,11.9184,25.47,667,6991,152189,66.3,7,0,0,0
0,0,0,0,0,0,1,0,0.1367,221.12,11.9184,14.8,672,6511.96,88223,89.4,4,0,0,1
0,0,0,0,0,0,0,1,0.1588,140.4,10.3417,21.45,652,2613,11157,54.7,2,0,0,0
0,0,0,0,0,0,0,1,0.1304,337.14,11.0021,15.92,692,9389.96,8968,31.6,6,2,0,0
0,0,0,0,1,0,0,0,0.1146,276.84,10.9322,7.29,707,2670,6178,25.8,5,0,0,1
0,0,0,1,0,0,0,0,0.1146,659.14,11.4927,15.75,717,7050,106366,56.7,3,0,0,0
0,0,0,0,0,0,0,1,0.1367,85.05,11.0822,4.19,667,11940,2368,21.5,4,1,1,0
0,0,0,0,0,0,0,1,0.1462,275.84,10.8234,16.12,662,2759.96,3982,48,5,1,0,0
0,0,0,0,0,0,0,1,0.1715,116.12,10.1266,22.32,672,2519.96,13430,79.5,9,0,0,0
0,0,0,0,0,0,1,0,0.1114,262.45,12.6115,17.54,732,5130,255001,91.8,4,0,0,0
